assessmentId,scientificName,internalTaxonId,AOO.range,EOO.range,DepthLower.limit,DepthUpper.limit,Congregatory.value,NoThreats.noThreats,ElevationLower.limit,ElevationUpper.limit,PopulationSize.range,ThreatsUnknown.value,LocationsNumber.range,GenerationLength.range,MovementPatterns.pattern,SubpopulationNumber.range,AreaRestricted.isRestricted,CropWildRelative.isRelative,YearOfPopulationEstimate.value,InPlaceEducationControlled.value,SevereFragmentation.isFragmented,InPlaceResearchRecoveryPlan.value,InPlaceLandWaterProtectionInPA.value,InPlaceSpeciesManagementExSitu.value,InPlaceResearchMonitoringScheme.value,InPlaceEducationSubjectToPrograms.value,InPlaceSpeciesManagementHarvestPlan.value,InPlaceLandWaterProtectionAreaPlanned.value,InPlaceEducationInternationalLegislation.value,InPlaceLandWaterProtectionInvasiveControl.value,InPlaceLandWaterProtectionSitesIdentified.value,InPlaceLandWaterProtectionPercentProtected.value
93183968,Heliomaster squamosus,22688141,,1750000,,,,,,800,U,,,4.2,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93184359,Rhodopis vesper,22688147,,1340000,,,,,,3100,U,,,4.2,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over part of range",
93184547,Thaumastura cora,22688150,,476000,,,,,,2400,U,,,4.2,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over part of range",
93185714,Microstilbon burmeisteri,22688182,,215000,,,,,1600,2600,U,,,4.2,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93187412,Calliphlox amethystina,22688211,,13600000,,,,,,1500,U,,,4.2,Full Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93187970,Mellisuga minima,22688229,,198000,,,,,,2400,U,,,4.2,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93188712,Myrtis fanny,22688241,,868000,,,,,,3200,U,,,4.2,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93189230,Myrmia micrura,22688248,,134000,,,,,,200,U,,,4.2,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93189389,Chaetocercus mulsant,22688251,,2060000,,,,,1500,2800,U,,,4.2,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93189882,Chaetocercus heliodor,22688268,,383000,,,,,1200,3000,U,,,4.2,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93190060,Chaetocercus astreans,22688274,,6500,,,,,825,2000,U,,,4.2,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93190560,Chaetocercus jourdanii,22688290,,376000,,,,,900,3000,U,,,4.2,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93192041,Tauraco persa,22688312,,5350000,,,,,,1100,U,,,3.3,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93192338,Tauraco schuettii,22688316,,2570000,,,,,500,2800,U,,,3.3,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93192562,Tauraco schalowi,22688323,,3730000,,,,,600,2500,U,,,3.3,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93193443,Tauraco bannermani,22688340,,2000,,,,,2200,2600,1500-7000,,11-100,3.3,Not a Migrant,2-100,No,,1997,Yes,Yes,No,Yes,No,Yes,Yes,,,No,No,"Yes, over entire range",
93193784,Tauraco erythrolophus,22688346,,380000,,,,,,,U,,,3.3,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93194716,Tauraco hartlaubi,22688365,,346000,,,,,1500,3200,U,,,3.3,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93194906,Tauraco leucolophus,22688369,,2160000,,,,,100,2200,U,,,3.3,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93195141,Gallirex johnstoni,22688373,,56500,,,,,2000,3600,U,,,3.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93195329,Gallirex porphyreolophus,22688380,,3360000,,,,,,1850,U,,,3.3,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93195573,Musophaga violacea,22688387,,2990000,,,,,,1000,U,,,3.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93195844,Musophaga rossae,22688391,,6370000,,,,,,1750,U,,,3.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93196103,Corythaixoides concolor,22688396,,6260000,,,,,,1500,U,,,3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93196353,Criniferoides leucogaster,22688410,,3450000,,,,,,1700,U,,,3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93196560,Crinifer piscator,22688415,,6610000,,,,,,1300,U,,,3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93196836,Crinifer zonurus,22688420,,3580000,,,,,,1900,U,,,3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93197365,Tyto tenebricosa,22688429,,5600000,,,,,,4000,,,,6.1,Not a Migrant,,No,,,Yes,No,Yes,No,No,No,No,,,No,No,"Yes, over part of range",
93197565,Tyto multipunctata,22688435,,74300,,,,,300,,,,,6.1,Not a Migrant,,No,,,Yes,No,Yes,No,No,No,No,,,No,No,"Yes, over part of range",
93197763,Tyto inexspectata,22688441,,133000,,,,,100,1600,2500-9999,,11-100,6.1,Not a Migrant,2-100,No,,2000,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93198600,Tyto rosenbergii,22688489,,493000,,,,,,1200,U,,,6.1,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93198777,Tyto soumagnei,22688493,,248000,,,,,,2000,2500-9999,,11-100,6.1,Not a Migrant,2-100,No,,2008,Yes,Yes,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93199076,Tyto glaucops,22688511,,522000,,,,,,2000,U,,,6.1,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93199287,Tyto capensis,22688514,,7990000,,,,,,3200,U,,,6,Not a Migrant,,No,,,Yes,No,Yes,Yes,No,No,No,,,No,No,"Yes, over entire range",
93199574,Tyto longimembris,22688522,,41000000,,,,,,2500,U,,,6.1,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93199883,Phodilus prigoginei,22688529,,4900,,,,,1800,2400,2500-9999,,1,5.9,Not a Migrant,2-100,No,,2000,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93200471,Otus rufescens,22688554,,2800000,,,,,,600,U,,,3.7,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93200776,Otus icterorhynchus,22688559,,3080000,,,,,,1000,U,,,3.7,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93201000,Otus ireneae,22688565,,4800,,,,,,400,2500-9999,,5,3.7,Not a Migrant,2-100,No,,2000,Yes,Yes,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93201511,Otus spilocephalus,22688579,,12500000,,,,,,2750,U,,,3.7,Altitudinal Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93201773,Otus umbra,22688586,,2400,,,,,,,U,,,3.7,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93201974,Otus angelinae,22688591,,75800,,,,,1000,2000,1500-7000,,11-100,3.7,Not a Migrant,2-100,No,,2000,Yes,Yes,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93202286,Otus longicornis,22688602,,114000,,,,,360,1800,U,,,3.7,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93202581,Otus mindorensis,22688608,,2300,,,,,870,,10000-19999,,,3.7,Not a Migrant,1,No,,2008,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93202795,Otus mirus,22688614,,17700,,,,,1500,2950,U,,,3.7,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93203659,Psiloscops flammeolus,22688637,,578000,,,,,1500,3000,,,,3.7,Full Migrant,,No,,2009,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93205686,Otus pembaensis,22688679,,1700,,,,,,79,3000,,,3.7,Not a Migrant,1,No,,2005,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93206881,Otus mentawi,22688713,,14100,,,,,,,10000-19999,,,3.7,Not a Migrant,2-100,No,,2008,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93207140,Otus fuliginosus,22688718,,20500,,,,,,,10000-19999,,,3.7,Not a Migrant,1,No,,2008,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93207390,Otus silvicola,22688734,,64300,,,,,350,1600,U,,,3.7,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93207555,Megascops kennicottii,22688747,,7020000,,,,,,2200,,,,7,Full Migrant,,No,,2009,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93208062,Megascops trichopsis,22688766,,1540000,,,,,600,2950,,,,7,Not a Migrant,,No,,2009,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93208561,Megascops koepckeae,22688782,,359000,,,,,2500,4500,U,,,7,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93208712,Megascops roboratus,22688790,,155000,,,,,,1800,U,,,7,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93209320,Megascops ingens,22688820,,3470000,,,,,1000,2200,U,,,7,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93209510,Megascops colombianus,22688829,,101000,,,,,1250,2200,6700,,,7,Not a Migrant,,No,,2007,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93209725,Megascops petersoni,22688840,,342000,,,,,1900,2200,U,,,7,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93209893,Megascops marshalli,22688847,,173000,,,,,1900,2250,U,,,7,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93210328,Megascops sanctaecatarinae,22688874,,426000,,,,,300,1000,U,,,7,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93210507,Margarobyas lawrencii,22688883,,223000,,,,,,,U,,,6.7,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93210689,Megascops nudipes,22688891,,23500,,,,,,900,U,,,7,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93210877,Pyrroglaux podargina,22688899,,1300,,,,,,,U,,,3.7,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93211055,Megascops albogularis,22688903,,2830000,,,,,2000,3000,U,,,7,Altitudinal Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93211525,Bubo bengalensis,22688934,,4920000,,,,,,2400,U,,,11.6,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93212047,Bubo capensis,22688944,,8460000,,,,,2000,4200,U,,,11.6,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93212982,Bubo lacteus,22688986,,25500000,,,,,,3000,U,,,11.6,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93213395,Bubo coromandus,22688992,,9250000,,,,,,250,U,,,11.6,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93213848,Bubo philippensis,22689002,,631000,,,,,0,650,2500-9999,,11-100,11.6,Not a Migrant,2-100,No,,1999,Yes,No,No,Yes,Yes,No,Yes,,,No,No,"Yes, over entire range",
93214159,Bubo blakistoni,22689007,,5220000,,,,,0,,1000-2499,,11-100,5.7,Not a Migrant,2-100,No,,2000,Yes,No,No,Yes,Yes,Yes,Yes,,,No,No,"Yes, over entire range",
93214791,Ketupa ketupu,22689024,,7450000,,,,,,1600,U,,,5.7,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93216609,Strix seloputo,22689061,,5930000,,,,,,1000,U,,,9.6,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93216851,Strix ocellata,22689066,,2790000,,,,,,,U,,,9.6,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93217052,Strix leptogrammica,22689071,,18000000,,,,,750,2500,U,,,9.6,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93217844,Strix varia,22689094,,16300000,,,,,1300,3100,,,,9.6,Not a Migrant,,No,,2009,Yes,No,No,Yes,No,Yes,No,,,No,No,"Yes, over entire range",
93218072,Strix fulvescens,22689097,,194000,,,,,1200,3100,,,,9.6,Not a Migrant,,No,,2009,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93219904,Ciccaba huhula,22689144,,11700000,,,,,,900,U,,,9.6,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93220349,Strix woodfordii,22689166,,23200000,,,,,,3700,U,,,9.6,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93220733,Jubula lettii,22689173,,4130000,,,,,,,U,,,5.4,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93222668,Glaucidium perlatum,22689203,,23300000,,,,,,,U,,,3.8,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93223061,Glaucidium jardinii,22689222,,1530000,,,,,2000,3400,,,,3.8,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93223829,Glaucidium peruanum,22689253,,951000,,,,,,3500,U,,,3.8,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over part of range",
93224043,Glaucidium nana,22689258,,1400000,,,,,,2000,U,,,3.8,Full Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
93224271,Glaucidium siju,22689262,,222000,,,,,,1500,U,,,3.8,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93224451,Glaucidium tephronotum,22689267,,4730000,,,,,,2150,U,,,3.8,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93224707,Glaucidium sjostedti,22689271,,1900000,,,,,,,U,,,3.8,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93224900,Glaucidium cuculoides,22689277,,8500000,,,,,,2700,U,,,3.8,Altitudinal Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93225162,Glaucidium castanopterum,22689280,,71300,,,,,,900,U,,,3.8,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93225315,Glaucidium radiatum,22689283,,3470000,,,,,,2000,U,,,3.8,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93225535,Glaucidium castanotum,22689286,,63500,,,,,,1950,10000-19999,,,3.8,Not a Migrant,,No,,2008,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93227068,Athene brama,22689332,,10800000,,,,,,1500,U,,,4,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93227732,Athene cunicularia,22689353,,39100000,,,,,,4000,,,,4.6,Full Migrant,,No,,2009,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93228694,Aegolius acadicus,22689366,,18600000,,,,,1900,3100,2000000,,,5.4,Full Migrant,,No,,2009,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93228935,Aegolius ridgwayi,22689371,,187000,,,,,1400,3000,,,,5.6,Not a Migrant,,No,,2009,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93229112,Aegolius harrisii,22689378,,12700000,,,,,1600,3100,U,,,5.6,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93229356,Ninox rufa,22689385,,4250000,,,,,,2000,U,,,4.1,Not a Migrant,,No,,,Yes,No,Yes,No,No,No,No,,,No,No,"Yes, over part of range",
93229550,Ninox strenua,22689389,,1290000,,,,,,1500,2200-2800,,,4.1,Not a Migrant,,No,,2009,Yes,No,Yes,No,No,No,No,,,No,No,"Yes, over entire range",
93229752,Ninox connivens,22689394,,13600000,,,,,,1000,U,,,4.1,Not a Migrant,,No,,,Yes,No,Yes,No,No,No,No,,,No,No,"Yes, over part of range",
93229974,Ninox rudolfi,22689398,,13100,,,,,,1000,6000-15000,,,4.1,Not a Migrant,1,No,,2008,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93230481,Athene superciliaris,22689425,,689000,,,,,,800,U,,,4.1,Altitudinal Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93231190,Ninox theomacha,22689460,,1120000,,,,,,2500,U,,,4.1,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
93231357,Ninox meeki,22689465,,2400,,,,,,,U,,,4.1,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
93231515,Ninox punctulata,22689470,,430000,,,,,,1100,U,,,4.1,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93232295,Ninox albifacies,22689496,,,,,,,,,,,,5.8,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,No,
93232472,Pseudoscops grammicus,22689501,,13500,,,,,,600,U,,,5.4,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93233846,Asio abyssinicus,22689512,,1470000,,,,,3000,3350,U,,,7.2,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93236256,Nesasio solomonensis,22689539,,45500,,,,,,700,2500-9999,,11-100,5.4,Not a Migrant,2-100,No,,1998,Yes,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
93236695,Aegotheles insignis,22689550,,637000,,,,,1150,3000,,,,5.4,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
93236849,Aegotheles cristatus,22689555,,12100000,,,,,,1000,U,,,5.4,Not a Migrant,,No,,,No,No,Yes,No,No,No,No,,,No,No,"Yes, over part of range",
93237510,Aegotheles archboldi,22689572,,83900,,,,,2062,3600,U,,,5.4,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
93237666,Aegotheles albertisi,22689576,,631000,,,,,800,3700,U,,,5.4,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
93237832,Podargus strigoides,22689580,,10400000,,,,,,,U,,,7.5,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93238053,Podargus papuensis,22689583,,2400000,,,,,,1000,U,,,7.5,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
93238519,Batrachostomus harterti,22689594,,85700,,,,,300,1230,U,,,7.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93238772,Batrachostomus septimus,22689597,,654000,,,,,,2500,U,,,7.5,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93240144,Batrachostomus cornutus,22689630,,2850000,,,,,,1000,U,,,7.5,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93240821,Nyctibius aethereus,22689639,,10300000,,,,,,1200,U,,,7.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93241540,Nyctibius maculosus,22689650,,2410000,,,,,1800,2800,U,,,7.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93241716,Nyctibius leucopterus,22689653,,7390000,,,,,,,U,,,7.5,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93241881,Eurostopodus argus,22689656,,8810000,,,,,,,U,,,5.4,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93242399,Eurostopodus papuensis,22689675,,1210000,,,,,,400,U,,,5.4,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
93242556,Eurostopodus archboldi,22689680,,484000,,,,,1800,3225,U,,,5.4,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
93242710,Lyncornis temminckii,22689685,,2950000,,,,,,1065,U,,,5.4,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93243390,Lurocalis rufiventris,22689698,,3180000,,,,,1650,3000,U,,,5.4,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93243940,Chordeiles acutipennis,22689711,,22400000,,,,,,1200,,,,5,Full Migrant,,No,,2009,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93245073,Nyctiprogne leucopyga,22689720,,7290000,,,,,,500,U,,,5.4,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93245296,Chordeiles nacunda,22689723,,14900000,,,,,,1000,U,,,5.4,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93248271,Antrostomus sericocaudatus,22689798,,6120000,,,,,,600,U,,,5.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93248623,Antrostomus noctitherus,22689809,,2500,,,,,,620,930-1300,,2-5,5.6,Not a Migrant,3,Yes,,1993,No,Yes,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93249945,Nyctidromus anthonyi,22689855,,198000,,,,,,800,U,,,5.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93250105,Setopagis maculosa,22689859,,,,,,,,,U,,,5.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93250263,Nyctipolus nigrescens,22689862,,6180000,,,,,100,1100,U,,,5.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93250487,Setopagis whitelyi,22689865,,136000,,,,,1300,1800,U,,,5.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93250826,Veles binotatus,22689871,,2340000,,,,,,,U,,,5.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93251016,Caprimulgus fraenatus,22689893,,1800000,,,,,,3200,U,,,5.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93251235,Caprimulgus rufigena,22689898,,3490000,,,,,,1600,U,,,5.6,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93251979,Caprimulgus mahrattensis,22689906,,1550000,,,,,,500,U,,,5.6,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93252462,Caprimulgus nubicus,22689912,,4890000,,,,,,1000,U,,,5.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93252698,Caprimulgus eximius,22689916,,3930000,,,,,,600,U,,,5.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93252893,Caprimulgus madagascariensis,22689920,,854000,,,,,,,U,,,5.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93253085,Caprimulgus atripennis,22689931,,1410000,,,,,,2000,U,,,5.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93253247,Caprimulgus manillensis,22689934,,654000,,,,,,2000,U,,,5.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93253421,Caprimulgus celebensis,22689937,,372000,,,,,,,U,,,5.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93253577,Caprimulgus donaldsoni,22689940,,1460000,,,,,,1700,U,,,5.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93253760,Caprimulgus prigoginei,22689954,,2300,,,,,350,1860,2500-9999,,2-5,5.6,Not a Migrant,2-100,No,,2000,No,Yes,No,No,No,No,No,,,No,No,"Yes, over entire range",
93253992,Caprimulgus asiaticus,22689969,,8210000,,,,,,1500,U,,,5.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93254255,Caprimulgus natalensis,22689972,,16200000,,,,,,2200,U,,,5.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93254587,Caprimulgus inornatus,22689977,,8240000,,,,,,1800,U,,,5.6,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93254929,Caprimulgus stellatus,22689981,,586000,,,,,,1980,U,,,5.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93255114,Caprimulgus affinis,22689985,,19300000,,,,,,2000,U,,,5.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93255437,Caprimulgus tristigma,22689988,,20700000,,,,,600,2000,U,,,5.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93256391,Gactornis enarratus,22690000,,364000,,,,,,1880,U,,,5.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93256569,Caprimulgus batesi,22690004,,2090000,,,,,,,U,,,5.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93256751,Caprimulgus climacurus,22690008,,8860000,,,,,,,U,,,5.6,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93257097,Caprimulgus clarus,22690012,,2280000,,,,,,2000,U,,,5.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
93257318,Caprimulgus fossii,22690016,,7430000,,,,,,1850,U,,,5.6,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
93257600,Caprimulgus longipennis,22690021,,5340000,,,,,,1400,U,,,5.4,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
